seq,key,time,price,size,sequence,bid,ask,last,bidSize,askSize,lastSize,quoteTime,tradeTime,level,bidIncr,askIncr,TimeDate,TradeDate,QuoteDate
12429,QQQ,1603321149136,285.05,100,126278,285.03,0,0,0,0,0,0,0,0,0,0,10/21/2020 10:59:09 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
12430,QQQ,1603321167557,285,1,126279,284.99,285.03,0,0,0,0,0,0,3,0,0,10/21/2020 10:59:27 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
12431,QQQ,1603321177708,284.92,200,126280,284.92,284.97,0,0,0,0,0,0,2,0,0,10/21/2020 10:59:37 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
12432,QQQ,1603321177708,284.92,600,126281,284.92,284.97,0,0,0,0,0,0,2,0,0,10/21/2020 10:59:37 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
12433,QQQ,1603321187401,284.93,1,126282,284.93,0,0,0,0,0,0,0,0,0,0,10/21/2020 10:59:47 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
12434,QQQ,1603321192333,284.9,30,126283,284.91,284.96,0,0,0,0,0,0,1,0,0,10/21/2020 10:59:52 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
12435,QQQ,1603321195740,284.9,200,126284,284.9,284.95,0,0,0,0,0,0,2,0,0,10/21/2020 10:59:55 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
12436,QQQ,1603321195740,284.9,300,126285,284.9,284.95,0,0,0,0,0,0,2,0,0,10/21/2020 10:59:55 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
12437,QQQ,1603321226302,285.02,30,126286,285.02,0,0,0,0,0,0,0,0,0,0,10/21/2020 11:00:26 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
12438,QQQ,1603321236010,285.06,10,126287,285.03,0,0,0,0,0,0,0,0,0,0,10/21/2020 11:00:36 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
12439,QQQ,1603321239683,285,50,126288,285,285.04,0,0,0,0,0,0,2,0,0,10/21/2020 11:00:39 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
12440,QQQ,1603321285583,284.98,10,126289,284.96,285,0,0,0,0,0,0,3,0,0,10/21/2020 11:01:25 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
12441,QQQ,1603321285583,284.96,40,126290,284.96,285,0,0,0,0,0,0,2,0,0,10/21/2020 11:01:25 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
12442,QQQ,1603321287842,284.97,200,126291,284.96,285,0,0,0,0,0,0,3,0,0,10/21/2020 11:01:27 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
12443,QQQ,1603321287842,284.97,100,126292,284.96,285,0,0,0,0,0,0,3,0,0,10/21/2020 11:01:27 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
12444,QQQ,1603321291396,284.97,200,126293,284.97,285.02,0,0,0,0,0,0,2,0,0,10/21/2020 11:01:31 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
12445,QQQ,1603321291396,284.97,300,126294,284.97,285.02,0,0,0,0,0,0,2,0,0,10/21/2020 11:01:31 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
12446,QQQ,1603321320636,284.97,20,126295,284.95,0,0,0,0,0,0,0,0,0,0,10/21/2020 11:02:00 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
12447,QQQ,1603321345948,284.97,100,126296,284.96,0,0,0,0,0,0,0,0,0,0,10/21/2020 11:02:25 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
12448,QQQ,1603321364680,284.99,75,126297,284.95,0,0,0,0,0,0,0,0,0,0,10/21/2020 11:02:44 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
12449,QQQ,1603321392829,284.96,3,126298,284.95,0,0,0,0,0,0,0,0,0,0,10/21/2020 11:03:12 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
12450,QQQ,1603321392829,284.96,25,126299,284.95,0,0,0,0,0,0,0,0,0,0,10/21/2020 11:03:12 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
12451,QQQ,1603321392831,284.95,200,126300,284.95,0,0,0,0,0,0,0,0,0,0,10/21/2020 11:03:12 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
12452,QQQ,1603321392831,284.95,200,126301,284.95,0,0,0,0,0,0,0,0,0,0,10/21/2020 11:03:12 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
12453,QQQ,1603321392831,284.95,200,126302,284.95,0,0,0,0,0,0,0,0,0,0,10/21/2020 11:03:12 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
12454,QQQ,1603321394416,284.95,100,126303,284.94,284.95,0,0,0,0,0,0,4,0,0,10/21/2020 11:03:14 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
12455,QQQ,1603321404059,284.95,100,126304,284.94,284.95,0,0,0,0,0,0,4,0,0,10/21/2020 11:03:24 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
12456,QQQ,1603321406715,284.95,900,126305,284.94,284.95,0,0,0,0,0,0,4,0,0,10/21/2020 11:03:26 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
12457,QQQ,1603321406715,284.95,200,126306,284.94,284.95,0,0,0,0,0,0,4,0,0,10/21/2020 11:03:26 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
12458,QQQ,1603321406715,284.95,900,126307,284.94,284.95,0,0,0,0,0,0,4,0,0,10/21/2020 11:03:26 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
12459,QQQ,1603321406715,284.95,172,126308,284.94,284.95,0,0,0,0,0,0,4,0,0,10/21/2020 11:03:26 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
12460,QQQ,1603321443533,284.96,100,126309,284.96,0,0,0,0,0,0,0,0,0,0,10/21/2020 11:04:03 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
12461,QQQ,1603321450485,284.82,1,126310,284.92,284.96,0,0,0,0,0,0,1,0,0,10/21/2020 11:04:10 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
12462,QQQ,1603321450582,284.8,70,126311,284.92,284.96,0,0,0,0,0,0,1,0,0,10/21/2020 11:04:10 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
12463,QQQ,1603321450582,284.8,20,126312,284.92,284.96,0,0,0,0,0,0,1,0,0,10/21/2020 11:04:10 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
12464,QQQ,1603321450657,284.78,15,126313,284.77,284.82,0,0,0,0,0,0,3,0,0,10/21/2020 11:04:10 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
12465,QQQ,1603321450657,284.78,15,126314,284.77,284.82,0,0,0,0,0,0,3,0,0,10/21/2020 11:04:10 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
12466,QQQ,1603321453772,284.76,200,126315,284.76,284.8,0,0,0,0,0,0,2,0,0,10/21/2020 11:04:13 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
12467,QQQ,1603321453772,284.76,200,126316,284.76,284.8,0,0,0,0,0,0,2,0,0,10/21/2020 11:04:13 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
12468,QQQ,1603321453772,284.76,200,126317,284.76,284.8,0,0,0,0,0,0,2,0,0,10/21/2020 11:04:13 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
12469,QQQ,1603321453772,284.76,200,126318,284.76,284.8,0,0,0,0,0,0,2,0,0,10/21/2020 11:04:13 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
12470,QQQ,1603321453772,284.76,200,126319,284.76,284.8,0,0,0,0,0,0,2,0,0,10/21/2020 11:04:13 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
12471,QQQ,1603321457621,284.7,100,126320,284.73,284.77,0,0,0,0,0,0,1,0,0,10/21/2020 11:04:17 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
12472,QQQ,1603321462482,284.73,200,126321,284.76,284.81,0,0,0,0,0,0,1,0,0,10/21/2020 11:04:22 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
12473,QQQ,1603321462482,284.73,600,126322,284.76,284.81,0,0,0,0,0,0,1,0,0,10/21/2020 11:04:22 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
12474,QQQ,1603321462482,284.73,200,126323,284.76,284.81,0,0,0,0,0,0,1,0,0,10/21/2020 11:04:22 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
12475,QQQ,1603321463913,284.74,5,126324,284.73,284.78,0,0,0,0,0,0,2,0,0,10/21/2020 11:04:23 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
12476,QQQ,1603321473711,284.73,200,126325,284.74,284.77,0,0,0,0,0,0,1,0,0,10/21/2020 11:04:33 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
12477,QQQ,1603321473711,284.72,200,126326,284.74,284.77,0,0,0,0,0,0,1,0,0,10/21/2020 11:04:33 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
12478,QQQ,1603321473711,284.72,100,126327,284.74,284.77,0,0,0,0,0,0,1,0,0,10/21/2020 11:04:33 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
12479,QQQ,1603321473711,284.74,100,126328,284.74,284.77,0,0,0,0,0,0,2,0,0,10/21/2020 11:04:33 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
12480,QQQ,1603321473711,284.73,200,126329,284.74,284.77,0,0,0,0,0,0,1,0,0,10/21/2020 11:04:33 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
12481,QQQ,1603321473711,284.73,200,126330,284.74,284.77,0,0,0,0,0,0,1,0,0,10/21/2020 11:04:33 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
12482,QQQ,1603321476140,284.74,200,126331,284.74,284.78,0,0,0,0,0,0,2,0,0,10/21/2020 11:04:36 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
12483,QQQ,1603321476140,284.74,188,126332,284.74,284.78,0,0,0,0,0,0,2,0,0,10/21/2020 11:04:36 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
12484,QQQ,1603321481438,284.83,200,126333,284.78,0,0,0,0,0,0,0,0,0,0,10/21/2020 11:04:41 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
12485,QQQ,1603321490946,284.8,200,126334,284.79,0,0,0,0,0,0,0,0,0,0,10/21/2020 11:04:50 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
12486,QQQ,1603321496165,284.84,20,126335,284.8,0,0,0,0,0,0,0,0,0,0,10/21/2020 11:04:56 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
12487,QQQ,1603321496890,284.8,300,126336,284.8,0,0,0,0,0,0,0,0,0,0,10/21/2020 11:04:56 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
12488,QQQ,1603321500143,284.83,200,126337,284.83,284.88,0,0,0,0,0,0,2,0,0,10/21/2020 11:05:00 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
12489,QQQ,1603321500143,284.83,200,126338,284.83,284.88,0,0,0,0,0,0,2,0,0,10/21/2020 11:05:00 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
12490,QQQ,1603321500143,284.83,100,126339,284.83,284.88,0,0,0,0,0,0,2,0,0,10/21/2020 11:05:00 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
12491,QQQ,1603321518310,285.01,100,126340,284.98,0,0,0,0,0,0,0,0,0,0,10/21/2020 11:05:18 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
12492,QQQ,1603321523146,285.02,200,126341,284.97,285.02,0,0,0,0,0,0,4,0,0,10/21/2020 11:05:23 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
12493,QQQ,1603321538285,284.93,200,126342,284.91,284.96,0,0,0,0,0,0,3,0,0,10/21/2020 11:05:38 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
12494,QQQ,1603321601034,284.91,5,126343,284.9,284.94,0,0,0,0,0,0,3,0,0,10/21/2020 11:06:41 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
12495,QQQ,1603321627076,284.94,200,126344,284.93,0,0,0,0,0,0,0,0,0,0,10/21/2020 11:07:07 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
12496,QQQ,1603321633931,284.94,200,126345,284.94,0,0,0,0,0,0,0,0,0,0,10/21/2020 11:07:13 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
12497,QQQ,1603321633931,284.94,200,126346,284.94,0,0,0,0,0,0,0,0,0,0,10/21/2020 11:07:13 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
12498,QQQ,1603321633931,284.94,200,126347,284.94,0,0,0,0,0,0,0,0,0,0,10/21/2020 11:07:13 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
12499,QQQ,1603321633931,284.94,200,126348,284.94,0,0,0,0,0,0,0,0,0,0,10/21/2020 11:07:13 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
12500,QQQ,1603321633931,284.94,200,126349,284.94,0,0,0,0,0,0,0,0,0,0,10/21/2020 11:07:13 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
12501,QQQ,1603321633932,284.931,600,126350,284.94,0,0,0,0,0,0,0,0,0,0,10/21/2020 11:07:13 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
12502,QQQ,1603321633936,284.93,300,126351,284.94,0,0,0,0,0,0,0,0,0,0,10/21/2020 11:07:13 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
12503,QQQ,1603321658488,284.93,200,126352,284.89,0,0,0,0,0,0,0,0,0,0,10/21/2020 11:07:38 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
12504,QQQ,1603321676595,284.9,210,126353,284.91,0,0,0,0,0,0,0,0,0,0,10/21/2020 11:07:56 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
3133,QQQ,1603321822177,284.98,120,126354,284.98,284.98,0,0,0,0,0,0,2,0,0,10/21/2020 11:10:22 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
3134,QQQ,1603321843024,285,1,126355,284.96,285,0,0,0,0,0,0,4,0,0,10/21/2020 11:10:43 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
3135,QQQ,1603321856600,285,20,126356,285,285.04,0,0,0,0,0,0,2,0,0,10/21/2020 11:10:56 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
3136,QQQ,1603321859332,285,600,126357,285,285.05,0,0,0,0,0,0,2,0,0,10/21/2020 11:10:59 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
3137,QQQ,1603321859332,285,200,126358,285,285.05,0,0,0,0,0,0,2,0,0,10/21/2020 11:10:59 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
3138,QQQ,1603321859332,285,500,126359,285,285.05,0,0,0,0,0,0,2,0,0,10/21/2020 11:10:59 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
3139,QQQ,1603321902235,285.02,5,126360,285.02,285.06,0,0,0,0,0,0,2,0,0,10/21/2020 11:11:42 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
3140,QQQ,1603321911085,285.04,1,126361,285.04,285.09,0,0,0,0,0,0,2,0,0,10/21/2020 11:11:51 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
3141,QQQ,1603321931461,285.1,100,126362,285.04,285.1,0,0,0,0,0,0,4,0,0,10/21/2020 11:12:11 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
3142,QQQ,1603321934121,285.1,100,126363,285.09,285.1,0,0,0,0,0,0,4,0,0,10/21/2020 11:12:14 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
3143,QQQ,1603321934121,285.1,1,126364,285.09,285.1,0,0,0,0,0,0,4,0,0,10/21/2020 11:12:14 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
3144,QQQ,1603321949439,285.07,50,126365,285.07,285.11,0,0,0,0,0,0,2,0,0,10/21/2020 11:12:29 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
3145,QQQ,1603322037271,285.13,100,126366,285.13,285.14,0,0,0,0,0,0,2,0,0,10/21/2020 11:13:57 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
3146,QQQ,1603322037286,285.14,100,126367,285.13,285.14,0,0,0,0,0,0,4,0,0,10/21/2020 11:13:57 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
3147,QQQ,1603322078733,285.15,150,126368,285.11,285.15,0,0,0,0,0,0,4,0,0,10/21/2020 11:14:38 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
3148,QQQ,1603322177417,285.14,100,126369,285.14,285.15,0,0,0,0,0,0,2,0,0,10/21/2020 11:16:17 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
3149,QQQ,1603322188168,285.15,100,126370,285.1,285.15,0,0,0,0,0,0,4,0,0,10/21/2020 11:16:28 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
3150,QQQ,1603322322743,285.09,2,126371,285.09,285.13,0,0,0,0,0,0,2,0,0,10/21/2020 11:18:42 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
4827,QQQ,1603322526486,284.87,50,126397,284.87,284.88,0,0,0,0,0,0,2,0,0,10/21/2020 7:22:06 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
4828,QQQ,1603322526797,284.87,1000,126398,284.87,284.88,0,0,0,0,0,0,2,0,0,10/21/2020 7:22:06 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
4829,QQQ,1603322527164,284.87,46,126399,284.87,284.88,0,0,0,0,0,0,2,0,0,10/21/2020 7:22:07 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
4830,QQQ,1603322527165,284.87,100,126400,284.87,284.88,0,0,0,0,0,0,2,0,0,10/21/2020 7:22:07 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
4831,QQQ,1603322537013,284.78,200,126401,284.78,284.82,0,0,0,0,0,0,2,0,0,10/21/2020 7:22:17 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
4832,QQQ,1603322537524,284.74,100,126402,284.78,284.82,0,0,0,0,0,0,1,0,0,10/21/2020 7:22:17 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
4833,QQQ,1603322541110,284.7,50,126403,284.68,284.73,0,0,0,0,0,0,3,0,0,10/21/2020 7:22:21 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
4834,QQQ,1603322541117,284.67,300,126404,284.68,284.73,0,0,0,0,0,0,1,0,0,10/21/2020 7:22:21 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
4835,QQQ,1603322542494,284.65,200,126405,284.59,284.63,0,0,0,0,0,0,5,0,0,10/21/2020 7:22:22 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
4836,QQQ,1603322543782,284.6,20,126406,284.61,284.65,0,0,0,0,0,0,1,0,0,10/21/2020 7:22:23 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
4837,QQQ,1603322551598,284.55,500,126407,284.56,284.6,0,0,0,0,0,0,1,0,0,10/21/2020 7:22:31 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
4838,QQQ,1603322551598,284.55,70,126408,284.56,284.6,0,0,0,0,0,0,1,0,0,10/21/2020 7:22:31 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
4839,QQQ,1603322551605,284.52,7,126409,284.56,284.6,0,0,0,0,0,0,1,0,0,10/21/2020 7:22:31 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
4840,QQQ,1603322551635,284.5,100,126410,284.56,284.6,0,0,0,0,0,0,1,0,0,10/21/2020 7:22:31 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
4841,QQQ,1603322551635,284.5,10,126411,284.56,284.6,0,0,0,0,0,0,1,0,0,10/21/2020 7:22:31 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
4842,QQQ,1603322551635,284.5,200,126412,284.56,284.6,0,0,0,0,0,0,1,0,0,10/21/2020 7:22:31 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
4843,QQQ,1603322551635,284.5,50,126413,284.56,284.6,0,0,0,0,0,0,1,0,0,10/21/2020 7:22:31 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
4844,QQQ,1603322551646,284.48,1,126414,284.56,284.6,0,0,0,0,0,0,1,0,0,10/21/2020 7:22:31 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
4845,QQQ,1603322551646,284.48,1,126415,284.56,284.6,0,0,0,0,0,0,1,0,0,10/21/2020 7:22:31 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
4846,QQQ,1603322552520,284.4,20,126416,284.41,284.45,0,0,0,0,0,0,1,0,0,10/21/2020 7:22:32 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
4847,QQQ,1603322552520,284.41,600,126417,284.41,284.45,0,0,0,0,0,0,2,0,0,10/21/2020 7:22:32 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
4848,QQQ,1603322552520,284.4,20,126418,284.41,284.45,0,0,0,0,0,0,1,0,0,10/21/2020 7:22:32 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
4849,QQQ,1603322552520,284.4,200,126419,284.41,284.45,0,0,0,0,0,0,1,0,0,10/21/2020 7:22:32 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
4850,QQQ,1603322552520,284.4,1000,126420,284.41,284.45,0,0,0,0,0,0,1,0,0,10/21/2020 7:22:32 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
4851,QQQ,1603322552520,284.4,500,126421,284.41,284.45,0,0,0,0,0,0,1,0,0,10/21/2020 7:22:32 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
4852,QQQ,1603322552520,284.4,15,126422,284.41,284.45,0,0,0,0,0,0,1,0,0,10/21/2020 7:22:32 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
4853,QQQ,1603322552520,284.4,50,126423,284.41,284.45,0,0,0,0,0,0,1,0,0,10/21/2020 7:22:32 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
4854,QQQ,1603322552521,284.35,160,126424,284.41,284.45,0,0,0,0,0,0,1,0,0,10/21/2020 7:22:32 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
4855,QQQ,1603322552521,284.39,500,126425,284.41,284.45,0,0,0,0,0,0,1,0,0,10/21/2020 7:22:32 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
4856,QQQ,1603322552521,284.35,300,126426,284.41,284.45,0,0,0,0,0,0,1,0,0,10/21/2020 7:22:32 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
4857,QQQ,1603322552607,284.33,30,126427,284.41,284.45,0,0,0,0,0,0,1,0,0,10/21/2020 7:22:32 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
4858,QQQ,1603322552607,284.33,230,126428,284.41,284.45,0,0,0,0,0,0,1,0,0,10/21/2020 7:22:32 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
4859,QQQ,1603322552744,284.3,50,126429,284.41,284.45,0,0,0,0,0,0,1,0,0,10/21/2020 7:22:32 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
4860,QQQ,1603322552744,284.3,5,126430,284.41,284.45,0,0,0,0,0,0,1,0,0,10/21/2020 7:22:32 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
4861,QQQ,1603322552749,284.29,50,126431,284.41,284.45,0,0,0,0,0,0,1,0,0,10/21/2020 7:22:32 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
4862,QQQ,1603322556520,284.37,14,126432,284.33,284.34,0,0,0,0,0,0,5,0,0,10/21/2020 7:22:36 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
4863,QQQ,1603322556520,284.37,14,126433,284.33,284.34,0,0,0,0,0,0,5,0,0,10/21/2020 7:22:36 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
4864,QQQ,1603322556520,284.37,14,126434,284.33,284.34,0,0,0,0,0,0,5,0,0,10/21/2020 7:22:36 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
4865,QQQ,1603322556520,284.37,15,126435,284.33,284.34,0,0,0,0,0,0,5,0,0,10/21/2020 7:22:36 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
4866,QQQ,1603322579657,284.57,100,126436,284.52,284.57,0,0,0,0,0,0,4,0,0,10/21/2020 7:22:59 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
4867,QQQ,1603322586119,284.53,100,126437,284.53,284.58,0,0,0,0,0,0,2,0,0,10/21/2020 7:23:06 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
4868,QQQ,1603322586122,284.53,100,126438,284.53,284.58,0,0,0,0,0,0,2,0,0,10/21/2020 7:23:06 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
4869,QQQ,1603322592240,284.53,75,126439,284.48,284.53,0,0,0,0,0,0,4,0,0,10/21/2020 7:23:12 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
4870,QQQ,1603322622717,284.56,100,126440,284.56,284.61,0,0,0,0,0,0,2,0,0,10/21/2020 7:23:42 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
4871,QQQ,1603322637508,284.62,5,126441,284.56,284.61,0,0,0,0,0,0,5,0,0,10/21/2020 7:23:57 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
4872,QQQ,1603322639443,284.62,100,126442,284.56,284.61,0,0,0,0,0,0,5,0,0,10/21/2020 7:23:59 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
4873,QQQ,1603322651473,284.6,200,126443,284.55,284.59,0,0,0,0,0,0,5,0,0,10/21/2020 7:24:11 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
4874,QQQ,1603322651473,284.6,300,126444,284.55,284.59,0,0,0,0,0,0,5,0,0,10/21/2020 7:24:11 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
4875,QQQ,1603322655324,284.56,75,126445,284.57,284.62,0,0,0,0,0,0,1,0,0,10/21/2020 7:24:15 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
4876,QQQ,1603322673848,284.56,120,126446,284.57,284.61,0,0,0,0,0,0,1,0,0,10/21/2020 7:24:33 PM,1/1/1970 12:00:00 AM,1/1/1970 12:00:00 AM
